header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Meiboom Appartement type M,1508 Zaandam        ,https://www.funda.nl/en/koop/zaandam/appartement-41302825-meiboom-appartement-type-m/?navigateSource=resultlist,20220127_234623,"€ 347,500 vrij op naam","€ 5,187    The asking price per m² (€ 347,500) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,SWK garantiecertificaat,Living area67 m²,67 m²,210 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,"Elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Geothermal heating and complete floor heating,District heating,In residential district,Balcony present,Built-in,Parking place,Public parking,no
