header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Weena 207,3013 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42673073-weena-207/?navigateSource=resultlist,20220125_234509,"€ 515,000 kosten koper","€ 4,725    The asking price per m² (€ 515,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,€ 323.00 per month,Apartment with shared street entrance (apartment),Resale property,1990,Flat roof,Living area109 m²External storage space3 m²,109 m²,3 m²,325 m³,1 room (1 bedroom),31 stories,17th floor,"Elevator, mechanical ventilation and TV via cable",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,Municipal long-term lease (end date of long-term lease:  17-12-2086),Paid until 17-01-2038,"Alongside busy road, in center and unobstructed surrounding view",Attached brick storage,Parking place,Yes,Yes,Yes (€ 323.00 per month),Yes,Yes,Yes,no
