header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Orthenseweg 7,5212 EA Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42661568-orthenseweg-7/?navigateSource=resultlist,20220127_212503,"€ 439,500 kosten koper","€ 4,146    The asking price per m² (€ 439,500) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1938,Gable roof covered with roof tiles,Living area106 m²Exterior space attached to the building33 m²,106 m²,33 m²,355 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,"Mechanical ventilation, passive ventilation system and TV via cable",F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2014, in ownership)",Full ownership,Alongside busy road and in residential district,Roof terrace present,Paid parking and resident's parking permits,Yes,No,No,No,No,No,no
