header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Insulation.1,Type of parking facilities,error
Zaamslagstraat 3,5036 XD Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42663303-zaamslagstraat-3/?navigateSource=resultlist,20220129_160027,"€ 375,000 kosten koper","€ 3,000    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2014,Gable roof covered with roof tiles,Living area125 m²External storage space8 m²,125 m²,8 m²,138 m²,452 m³,7 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating and partial floor heating,District heating,138 m²,Full ownership,Back garden and front garden,"52 m² (9,5 meter deep and 5,5 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
