header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,error
Raamgracht 23,1011 KJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88807763-raamgracht-23/?navigateSource=resultlist,20220130_155625,"€ 1,500,000 kosten koper","€ 8,287    The asking price per m² (€ 1,500,000) is calculated by dividing the asking price of the home by the living area (181 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house (split-level residence)",Resale property,1650,Monumental building,Living area181 m²Other space inside the building42 m²Exterior space attached to the building22 m²,181 m²,42 m²,22 m²,60 m²,635 m³,9 rooms (4 bedrooms),"3 stories, a/an attic and a basement",Not available,CH boiler,CH boiler,"Gas-fired combination boiler from 2011, in ownership",60 m²,Full ownership,In center,no
