header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Smalle Haven 125 A,5211 TK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42536213-smalle-haven-125-a/?navigateSource=resultlist,20220201_110916,"€ 395,000 kosten koper","€ 5,725    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Upstairs apartment,Resale property,1635,Gable roof covered with roof tiles,Living area69 m²External storage space3 m²,69 m²,3 m²,248 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,1st floor,Mechanical ventilation,G        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2007, in ownership)",Full ownership,On navigable waterway and in center,Detached brick storage,No,No,No,No,No,No,no
