header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Bernhardstraat 9,6351 AX Bocholtz        ,https://www.funda.nl/en/koop/bocholtz/huis-88027759-bernhardstraat-9/?navigateSource=resultlist,20220127_230149,"€ 298,500 kosten koper","€ 2,596    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 298,500) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1979,Pyramid hip roof,Living area115 m²Other space inside the building15 m²Exterior space attached to the building21 m²,115 m²,15 m²,21 m²,230 m²,410 m³,7 rooms (4 bedrooms),3 stories,Air conditioning,C        What does this mean?,Roof insulation and double glazing,CH boiler and partial floor heating,Gehuurd 2021 (2021),230 m²,Alongside a quiet road and in residential district,Back garden,"63 m² (10,5 meter deep and 6 meter broad)",Located at the southeast,Attached brick garage and parking place,1 car,no
