header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Transvaalstraat 68 2,1092 HN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42533226-transvaalstraat-68-2/?navigateSource=resultlist,20220130_215723,"€ 435,000 kosten koper","€ 5,058    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 190 per month,2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1917,Living area86 m²Exterior space attached to the building1 m²,86 m²,1 m²,298 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,1 story,2nd floor,Passive ventilation system,G        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2018, in ownership)",Full ownership,In residential district,French balcony present,Public parking,No,No,No,No,No,No,no
