header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
ROOT Eindhoven (Bouwnr. 12),5622 KM Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42550709-root-eindhoven-bouwnr-12/?navigateSource=resultlist,20220201_012457,"€ 354,000 vrij op naam","€ 5,364    The asking price per m² (€ 354,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Galleried apartment (apartment),New property,2022,Living area66 m²Exterior space attached to the building16 m²,66 m²,16 m²,198 m³,3 rooms (2 bedrooms),4 stories,A        What does this mean?,Completely insulated,Alongside a quiet road and in residential district,Balcony present,Underground parking,Public parking,no
