header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergweg 45 D,3037 EA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42669672-bergweg-45-d/?navigateSource=resultlist,20220125_232633,"€ 535,000 kosten koper","€ 4,053    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,€ 139.50 per month,Ground-floor apartment (basement),Resale property,1935,Living area132 m²Other space inside the building3 m²,132 m²,3 m²,464 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,Ground floor,Not available,CH boiler,CH boiler,Combination boiler,Full ownership,Back garden,Built-in,Public parking,No,No,No,No,No,No,no
