header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Suzannaland 302,2591 JN Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42684676-suzannaland-302/?navigateSource=resultlist,20220131_194716,"€ 325,000 kosten koper","€ 3,186    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 210 per month,"January 28, 2022",Available,Available in consultation,€ 320.00 per month,Apartment with shared street entrance (apartment),Resale property,1966,Living area102 m²Exterior space attached to the building16 m²External storage space8 m²,102 m²,16 m²,8 m²,330 m³,4 rooms (2 bedrooms),1 story,F            2.84What does this mean?,Communal central heating,Gas water heater (rental),Municipal long-term lease (end date of long-term lease:  31-12-2035),"€ 127,64 per year",Yes,Yes,Yes (€ 320.00 per month),Yes,Yes,Yes,no
