header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Patio/atrium,Garden location,Balcony/roof garden,Type of parking facilities,error
Cheribonstraat 2,2022 RN Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42681022-cheribonstraat-2/?navigateSource=resultlist,20220128_065208,"€ 500,000 kosten koper","€ 4,673    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1920,Flat roof covered with asphalt roofing,Living area107 m²Exterior space attached to the building11 m²,107 m²,11 m²,55 m²,395 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,3 stories,TV via cable,C        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",55 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and patio/atrium,"8 m² (3,5 meter deep and 2,2 meter broad)",Located at the south,Roof terrace present,Public parking,no
