header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Schras 13,6744 WT Ederveen        ,https://www.funda.nl/en/koop/ederveen/huis-88011387-schras-13/?navigateSource=resultlist,20220129_034547,"€ 600,000 kosten koper","€ 4,800    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1935,Living area125 m²Other space inside the building5 m²External storage space41 m²,125 m²,5 m²,41 m²,497 m²,446 m³,4 rooms (3 bedrooms),1 story,G        What does this mean?,Double glazing and completely insulated,CH boiler and partial floor heating,CH boiler,2013,497 m²,In center,Back garden and front garden,"331 m² (39 meter deep and 8,5 meter broad)",Located at the south accessible via the rear,Parking place and detached brick garage,1 car,no
