header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Pruimendijk 101 A,2989 AH Ridderkerk        ,https://www.funda.nl/en/koop/ridderkerk/huis-42677622-pruimendijk-101-a/?navigateSource=resultlist,20220129_200450,"€ 375,000 kosten koper","€ 3,074    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under option,Available in consultation,"Single-family home, corner house",Resale property,1983,Living area122 m²External storage space20 m²,122 m²,20 m²,216 m²,417 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Rolldown shutters,B        What does this mean?,Mostly double glazed and energy efficient window,CH boiler and partial floor heating,CH boiler,Remeha Calenta (2016),216 m²,Full ownership,Back garden,84 m² (12 meter deep and 7 meter broad),Located at the northeast,Detached brick storage,Public parking,no
