header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Area,Ownership situation,error
Bickerswerf 2 A,1013 KX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42418349-bickerswerf-2-a/?navigateSource=resultlist,20220127_212142,"€ 369,500 vrij op naam","€ 4,927    The asking price per m² (€ 369,500) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1923,With carpets and curtains,Living area75 m²Exterior space attached to the building70 m²,75 m²,70 m²,70 m²,210 m³,2 rooms (1 bedroom),1 story,Not available,"Roof insulation, double glazing and insulated walls",70 m²,Full ownership,no
