header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Keulsekade 19,3531 JX Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42677805-keulsekade-19/?navigateSource=resultlist,20220131_164300,"€ 595,000 kosten koper","€ 6,467    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1919,Combination roof covered with roof tiles,Living area92 m²Other space inside the building6 m²,92 m²,6 m²,102 m²,387 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a loft,Skylight,F        What does this mean?,CH boiler and partial floor heating,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",102 m²,Full ownership,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden,"20 m² (4,5 meter deep and 7 meter broad)",Located at the north,Attached brick storage,Electricity,Paid parking and resident's parking permits,no
