header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Garden,Type of garage,Capacity,Type of parking facilities,error
Beukstraat 26,6413 PN Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-88892580-beukstraat-26/?navigateSource=resultlist,20220128_042714,"€ 200,000 kosten koper","€ 2,198    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1964,Gable roof covered with roof tiles,Living area91 m²Other space inside the building34 m²Exterior space attached to the building7 m²,91 m²,34 m²,7 m²,240 m²,452 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a basement,F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",240 m²,Back garden and front garden,Attached brick garage,1 car,Parking on private property and public parking,no
