header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bastion 101,8223 GL Lelystad        ,https://www.funda.nl/en/koop/lelystad/appartement-42684790-bastion-101/?navigateSource=resultlist,20220128_023741,"€ 175,000 kosten koper","€ 3,365    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,€ 77.00 per month,Galleried apartment,Resale property,1978,Living area52 m²Exterior space attached to the building10 m²External storage space6 m²,52 m²,10 m²,6 m²,170 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,Mechanical ventilation and TV via cable,B        What does this mean?,CH boiler,CH boiler,VR (gas-fired combination boiler),Full ownership,Full ownership,Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 77.00 per month),Yes,Yes,Yes,no
