header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Livingstonelaan 828,3526 JK Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42680929-livingstonelaan-828/?navigateSource=resultlist,20220131_162008,"€ 275,000 kosten koper","€ 3,986    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 23, 2022",Available,Available in consultation,€ 155.07 per month,Galleried apartment (apartment),Resale property,1964,Living area69 m²External storage space12 m²,69 m²,12 m²,223 m³,3 rooms (2 bedrooms),1 bathroom,Bath and toilet,1 story,5th floor,Elevator and TV via cable,D        What does this mean?,Partly double glazed,District heating,Electrical boiler (rental),Full ownership,In residential district and unobstructed surrounding view,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 155.07 per month),Yes,Yes,Yes,no
