header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Baanhoek 200,3361 GN Sliedrecht        ,https://www.funda.nl/en/koop/sliedrecht/huis-42654263-baanhoek-200/?navigateSource=resultlist,20220128_013414,"€ 950,000 kosten koper","€ 3,862    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 950,000) is calculated by dividing the asking price of the home by the living area (246 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1970,Gable roof covered with roof tiles,Living area246 m²,246 m²,800 m²,640 m³,7 rooms (3 bedrooms),3 stories,C        What does this mean?,CH boiler,CH boiler,"Unigas (2019, in ownership)",800 m²,Full ownership,Surrounded by garden,Parking on private property,no
