header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Argonautenstraat 98,1076 KV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88975031-argonautenstraat-98/?navigateSource=resultlist,20220130_221453,"€ 750,000 kosten koper","€ 5,137    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),Resale property,1931,Flat roof covered with asphalt roofing,Living area146 m²,146 m²,543 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,2 stories,Ground floor,TV via cable,D        What does this mean?,Double glazing,Communal central heating,Central facility,Municipal long-term lease,Paid until 01-03-2055,Alongside a quiet road and in residential district,Built-in,Electricity and running water,No insulation,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
