header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kleiweg 164 a,3051 SJ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41364907-kleiweg-164-a/?navigateSource=resultlist,20220126_170738,"€ 325,000 kosten koper","€ 4,276    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 80.00 per month,Apartment with shared street entrance,Resale property,1927,Gable roof,Living area76 m²Exterior space attached to the building5 m²,76 m²,5 m²,245 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,Optical fibre and TV via cable,G            3.21What does this mean?,Partly double glazed,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2008, in ownership)",Full ownership,Alongside busy road,Resident's parking permits,Yes,Yes,Yes (€ 80.00 per month),Yes,Yes,Yes,no
