header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,error
Wickenburglaan 4,3523 JT Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42681903-wickenburglaan-4/?navigateSource=resultlist,20220131_152101,"€ 550,000 kosten koper","€ 3,481    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1960,Flat roof covered with asphalt roofing,Bouwkundige keuring,Living area158 m²Exterior space attached to the building13 m²,158 m²,13 m²,174 m²,514 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,TV via cable,D        What does this mean?,Completely insulated,CH boiler,CH boiler,Remeha (gas-fired combination boiler from 2011),174 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"63 m² (10,41 meter deep and 6,08 meter broad)",Located at the south accessible via the rear,Balcony present,Built-in,no
