header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pettelaarseweg 257,5216 BM Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-41328158-pettelaarseweg-257/?navigateSource=resultlist,20220201_110740,"€ 465,000 kosten koper","€ 4,387    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 224.80 per month,Apartment with shared street entrance,Resale property,1997,Living area106 m²Exterior space attached to the building21 m²External storage space3 m²,106 m²,21 m²,3 m²,340 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,9th floor,Elevator,E        What does this mean?,Double glazing,CH boiler,CH boiler,In residential district and unobstructed surrounding view,Balcony present,Storage box,Underground parking,Yes,Yes,Yes (€ 224.80 per month),Yes,Yes,Yes,no
