header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dode Nieuwstraat 31,5211 EK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42658772-dode-nieuwstraat-31/?navigateSource=resultlist,20220128_085116,"€ 450,000 kosten koper","€ 4,688    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1900,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area96 m²Exterior space attached to the building5 m²,96 m²,5 m²,345 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,Ground floor,Mechanical ventilation,Not available,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",Full ownership,In center,Back garden,No,No,No,No,No,No,no
