header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Area,Location,Garden,Back garden,Garden location,error
Oostvoorstraat 27,4491 EN Wissenkerke        ,https://www.funda.nl/en/koop/wissenkerke/huis-87604924-oostvoorstraat-27/?navigateSource=resultlist,20220128_043048,"€ 249,500 kosten koper","€ 768    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (325 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, corner house",Resale property,1850,Gable roof,Living area325 m²Other space inside the building102 m²Exterior space attached to the building69 m²,325 m²,102 m²,69 m²,629 m²,"1,075 m³",11 rooms (7 bedrooms),1 story,G        What does this mean?,No insulation,Fireplace,629 m²,"Alongside a quiet road, rural and freestanding location",Back garden and sun terrace,490 m² (35 meter deep and 14 meter broad),Located at the south accessible via the rear,no
