header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Onstein 45 + PP,1082 KK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42596642-onstein-45-pp/?navigateSource=resultlist,20220130_213629,"€ 775,000 kosten koper","€ 5,916    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 222.00 per month,Upstairs apartment (apartment),Resale property,1971,Living area131 m²Exterior space attached to the building12 m²External storage space28 m²,131 m²,12 m²,28 m²,413 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers,1 story,"Outdoor awning, elevator, mechanical ventilation and TV via cable",C        What does this mean?,Completely insulated,Communal central heating,"Alongside park, alongside a quiet road and In wooded surroundings",Balcony present,Public parking and resident's parking permits,Yes,Yes,Yes (€ 222.00 per month),Yes,Yes,Yes,no
