header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brouwersgracht 77,1015 GC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42581266-brouwersgracht-77/?navigateSource=resultlist,20220130_221556,"€ 750,000 kosten koper","€ 10,000    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 86 per month,3 months,Under offer,Available immediately,€ 86.00 per month,Ground-floor apartment (apartment),Resale property,1631,Listed building (national monument),Living area75 m²Other space inside the building5 m²,75 m²,5 m²,197 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Toilet,2 stories,Ground floor,Not required,CH boiler and electric heating,CH boiler,"Electrical combination boiler from 2021, in ownership",Full ownership,Alongside water and in center,Public parking and resident's parking permits,Yes,Yes,Yes (€ 86.00 per month),Yes,Yes,Yes,no
