header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Ostadestraat 309 B,1074 VV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42548015-van-ostadestraat-309-b/?navigateSource=resultlist,20220131_000813,"€ 285,000 kosten koper","€ 10,179    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (28 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 76.00 per month,Upstairs apartment (apartment),Resale property,1905,Flat roof covered with asphalt roofing,Living area28 m²,28 m²,103 m³,2 rooms (1 bedroom),1 story,2nd floor,Mechanical ventilation and TV via cable,D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside busy road, in center and in residential district",Paid parking and resident's parking permits,Yes,Yes,Yes (€ 76.00 per month),Yes,Yes,Yes,no
