header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Wonderwoods Appartementen (Bouwnr. 02.24.01),3521 CB Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42676345-wonderwoods-appartementen-bouwnr-022401/?navigateSource=resultlist,20220131_161637,"€ 640,000 vrij op naam","€ 7,711    The asking price per m² (€ 640,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 274 per month,3 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Woningborg garantiecertificaat,Living area83 m²Exterior space attached to the building13 m²,83 m²,13 m²,265 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,24th floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat recovery unit",District heating,In center and unobstructed surrounding view,Balcony present,Built-in,Underground parking,Parking garage,no
