header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Area,Ownership situation,Location,Garden,error
Strobloemstraat 13,5643 JW Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42697531-strobloemstraat-13/?navigateSource=resultlist,20220201_012432,"€ 375,000 kosten koper","€ 3,319    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1938,Living area113 m²Other space inside the building1 m²Exterior space attached to the building16 m²External storage space11 m²,113 m²,1 m²,16 m²,11 m²,144 m²,404 m³,6 rooms (4 bedrooms),2 stories and a attic,F        What does this mean?,Gas heaters,144 m²,Full ownership,In residential district,Back garden and front garden,no
