header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Balcony/roof garden,Shed / storage,Type of garage,error
Dubbellaags benedenwoning (Bouwnr. 100),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41397585-dubbellaags-benedenwoning-bouwnr-100/?navigateSource=resultlist,20220131_165101,"€ 1,017,500 vrij op naam","€ 4,604    The asking price per m² (€ 1,017,500) is calculated by dividing the asking price of the home by the living area (221 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment,New property,2021,Living area221 m²Exterior space attached to the building16 m²,221 m²,16 m²,602 m³,5 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,2 baths,2 stories,Ground floor,A        What does this mean?,District heating and complete floor heating,Balcony present,Built-in,Underground parking,no
