header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,error
Jan Ligthartstraat 9,2515 TS Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88050430-jan-ligthartstraat-9/?navigateSource=resultlist,20220131_205847,"€ 395,000 kosten koper","€ 3,465    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1999,Flat roof covered with asphalt roofing,Living area114 m²Exterior space attached to the building20 m²,114 m²,20 m²,54 m²,382 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Alarm installation, satellite antenna and TV via cable",B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2014, in ownership",54 m²,Long-term lease encumbered with right of use and occupation,Bought off for eternity,Alongside a quiet road and in residential district,Balcony present,"Paid parking, public parking and resident's parking permits",no
