header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Akkerstraat 82,5025 ML Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42676391-akkerstraat-82/?navigateSource=resultlist,20220129_200608,"€ 289,000 kosten koper","€ 3,074    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1905,Mansard roof covered with roof tiles,Living area94 m²Other space inside the building2 m²External storage space17 m²,94 m²,2 m²,17 m²,158 m²,435 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,TV via cable,F        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",158 m²,Full ownership,In residential district,Back garden,70 m² (14 meter deep and 5 meter broad),Located at the south,Attached brick storage,Electricity,Resident's parking permits,no
