header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Location,Garden,Back garden,Garden location,Type of garage,error
Plesmanweg 587 bnr 23,2597 JG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42650578-plesmanweg-587-bnr-23/?navigateSource=resultlist,20220131_234216,"€ 766,000 vrij op naam","€ 5,007    The asking price per m² (€ 766,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,"Single-family home, row house",New property,After 2020,Living area153 m²Other space inside the building10 m²Exterior space attached to the building16 m²,153 m²,10 m²,16 m²,316 m³,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,2 toilets,2 stories,Mechanical ventilation,Not available,Double glazing,"Alongside park, alongside a quiet road, sheltered location and in residential district",Back garden,"16 m² (0,03 meter deep and 0,06 meter broad)",Located at the west,Underground parking,no
