header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Horst 7,8266 JJ Kampen        ,https://www.funda.nl/en/koop/kampen/huis-88966800-horst-7/?navigateSource=resultlist,20220129_063942,"€ 500,000 kosten koper","€ 2,475    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (202 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2004,Hipped roof,Living area202 m²Exterior space attached to the building15 m²External storage space7 m²,202 m²,15 m²,7 m²,309 m²,869 m³,8 rooms (7 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",3 stories,"Air conditioning, outdoor awning and mechanical ventilation",B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,309 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,48 m² (8 meter deep and 6 meter broad),Located at the southeast accessible via the rear,no
