header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Provisional energy label,Building type,Year of construction,error
Blauwe Zeedistelstraat 13,8321 XN Urk        ,https://www.funda.nl/en/koop/urk/huis-88953603-blauwe-zeedistelstraat-13/?navigateSource=resultlist,20220129_201519,Price on request,3 months,"Single-family home, row house",123 m² residential surface area / 141 m² plot surface area,5 rooms (3 bedrooms),369 m³,E        What does this mean?,Resale property,1961,no
