header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Laan van Chartroise 199,3552 ET Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42689155-laan-van-chartroise-199/?navigateSource=resultlist,20220131_162548,"€ 625,000 kosten koper","€ 4,340    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2018,Flat roof covered with asphalt roofing,Politiekeurmerk,Living area144 m²External storage space7 m²,144 m²,7 m²,118 m²,528 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,A        What does this mean?,Completely insulated,District heating,District heating,118 m²,Full ownership,In residential district,Back garden and front garden,"43 m² (7,93 meter deep and 5,36 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity,Public parking,no
