header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boutenslaan 83,5644 TS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42666887-boutenslaan-83/?navigateSource=resultlist,20220201_012343,"€ 242,000 kosten koper","€ 3,781    The asking price per m² (€ 242,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 114 per month,5 weeks,Available,Available in consultation,€ 113.77 per month,Apartment with shared street entrance (apartment),Resale property,1955,Flat roof,Living area64 m²Exterior space attached to the building5 m²,64 m²,5 m²,207 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,E        What does this mean?,Gas heater,Electrical boiler,Full ownership,Full ownership,Alongside park and in residential district,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 113.77 per month),Yes,Yes,Yes,no
