header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Fees,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
J.C. van Epenstraat 2,1019 GS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42540099-jc-van-epenstraat-2/?navigateSource=resultlist,20220130_213209,"€ 375,000 kosten koper","€ 6,356    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (59 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 125 per month,7 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1988,Flat roof,Living area59 m²Exterior space attached to the building4 m²External storage space4 m²,59 m²,4 m²,4 m²,206 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,B            1.26What does this mean?,Municipal long-term lease,Paid until 15-10-2039,Balcony present,Built-in,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,Yes,Yes,no
