header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Keizersgracht 454 I,1016 GE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42429222-keizersgracht-454-i/?navigateSource=resultlist,20220130_235232,"€ 795,000 kosten koper","€ 9,464    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,€ 150.00 per month,Upstairs apartment (apartment),Resale property,Before 1906,Living area84 m²External storage space11 m²,84 m²,11 m²,250 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Not available,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Built-in,Electricity,Paid parking and resident's parking permits,Yes,No,Yes (€ 150.00 per month),Yes,No,Yes,no
