header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Dimensions,Plot size,Area,Ownership situation,error
Regentesseplantsoen 61,2801 CJ Gouda        ,https://www.funda.nl/en/koop/gouda/object-42559690-regentesseplantsoen-61/?navigateSource=resultlist,20220130_141835,"€ 200,000 kosten koper",3 weeks,Available,Available in consultation,Berth,Resale property,"44 m² (12,5 meter deep and 3,51 meter broad)",43 m²,43 m²,Full ownership,no
