header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boeierstraat 321,1443 EM Purmerend        ,https://www.funda.nl/en/koop/purmerend/appartement-88051047-boeierstraat-321/?navigateSource=resultlist,20220129_051550,"€ 215,000 kosten koper","€ 5,119    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (42 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,€ 210.00 per month,Apartment with shared street entrance (apartment),Resale property,1971,Flat roof covered with asphalt roofing,Living area42 m²External storage space6 m²,42 m²,6 m²,150 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,12 stories,12th floor,"Elevator, passive ventilation system and TV via cable",E        What does this mean?,Double glazing,Communal central heating,Central facility,Full ownership,"Alongside park, alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Built-in,Public parking,Yes,Yes,Yes (€ 210.00 per month),Yes,Yes,Yes,no
