header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Garden,Back garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Govert Flinckstraat 135 H,1072 EH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42689207-govert-flinckstraat-135-h/?navigateSource=resultlist,20220130_205324,"€ 350,000 kosten koper","€ 5,645    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,€ 101.02 per month,Ground-floor apartment,Resale property,1892,Living area62 m²Exterior space attached to the building28 m²,62 m²,28 m²,146 m³,1 room (1 bedroom),1 story,Ground floor,Not available,Full ownership,Back garden,"28 m² (5,5 meter deep and 5 meter broad)",Yes,Yes,Yes (€ 101.02 per month),Yes,Yes,Yes,no
