header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Zuidervaart 43,1504 BC Zaandam        ,https://www.funda.nl/en/koop/zaandam/huis-42545907-zuidervaart-43/?navigateSource=resultlist,20220128_030604,"€ 399,000 kosten koper","€ 3,142    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1963,Partly furnished with carpets and curtains,Hip roof covered with roof tiles,Living area127 m²,127 m²,84 m²,372 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Outdoor awning, flue and sliding door",C        What does this mean?,Double glazing,CH boiler and fireplace,CH boiler,"Intergas HR (gas-fired combination boiler from 2016, in ownership)",84 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,20 m² (4 meter deep and 5 meter broad),Located at the south accessible via the rear,Built-in,Public parking,no
