header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wittevrouwensingel 95 B,3514 AL Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88017605-wittevrouwensingel-95-b/?navigateSource=resultlist,20220131_162613,"€ 425,000 kosten koper","€ 6,343    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,€ 171.29 per month,Galleried apartment (apartment),Resale property,1935,Living area67 m²Exterior space attached to the building15 m²External storage space3 m²,67 m²,15 m²,3 m²,249 m³,2 rooms (1 bedroom),1 story,1st floor,C        What does this mean?,"Alongside park, alongside a quiet road, in center and unobstructed surrounding view",Yes,Yes,Yes (€ 171.29 per month),Yes,Yes,Yes,no
