header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Area,Location,Garden,Type of parking facilities,error
Kralingseweg 278,3066 RA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-86586696-kralingseweg-278/?navigateSource=resultlist,20220126_004207,"€ 1,495,000 kosten koper","€ 4,096    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 1,495,000) is calculated by dividing the asking price of the home by the living area (365 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","€ 1,485,000 kosten koper",6+ months,Sold under reservation,Available in consultation,"Villa, detached residential property",Resale property,2000,Hipped roof covered with roof tiles,Living area365 m²,365 m²,935 m²,"1,100 m³",6 rooms (5 bedrooms),3 stories,Swimming pool,B        What does this mean?,Double glazing,935 m²,"Alongside a quiet road, alongside water and unobstructed surrounding view",Back garden,Parking on private property,no
