header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Broekslootkade 120 a,2516 XK Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88049040-broekslootkade-120-a/?navigateSource=resultlist,20220131_203834,"€ 469,000 kosten koper","€ 3,449    The asking price per m² (€ 469,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1998,With carpets and curtains,Flat roof covered with asphalt roofing,Living area136 m²Exterior space attached to the building9 m²External storage space4 m²,136 m²,9 m²,4 m²,107 m²,460 m³,6 rooms (5 bedrooms),1 separate toilet,3 stories,Optical fibre and sliding door,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,In ownership,107 m²,Back garden,Detached brick storage,Electricity,"Paid parking, public parking and resident's parking permits",no
