header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Shed / storage,Insulation.1,error
Type D (Bouwnr. 2),6741 PD Lunteren        ,https://www.funda.nl/en/koop/lunteren/huis-88047139-type-d-bouwnr-2/?navigateSource=resultlist,20220129_165535,"€ 489,900 vrij op naam","€ 4,899    The asking price per m² (€ 489,900) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, double house",New property,2022,Flat roof,Woningborg garantiecertificaat,Living area100 m²,100 m²,428 m³,1 room,1 story,Mechanical ventilation and solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",Partial floor heating and heat pump,Alongside a quiet road and in residential district,Back garden and front garden,63 m² (7 meter deep and 9 meter broad),Located at the north accessible via the rear,Built-in,"Roof insulation, insulated walls and floor insulation",no
