header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Overtoom 312 2,1054 JD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88940419-overtoom-312-2/?navigateSource=resultlist,20220130_221621,"€ 575,000 kosten koper","€ 7,770    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 88.00 per month,Upstairs apartment (apartment),Resale property,1900,Energie Prestatie Advies,Living area74 m²,74 m²,272 m³,3 rooms (2 bedrooms),1 story,2nd floor,Mechanical ventilation,D            1.73What does this mean?,Double glazing,CH boiler,CH boiler,Intergas (gas-fired combination boiler from 2012),Full ownership,In center and in residential district,Balcony present,Resident's parking permits,Yes,Yes,Yes (€ 88.00 per month),Yes,No,Yes,no
