header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mabeliastraat 19,3454 EA De Meern        ,https://www.funda.nl/en/koop/de-meern/appartement-88013273-mabeliastraat-19/?navigateSource=resultlist,20220129_013612,"€ 274,500 kosten koper","€ 3,812    The asking price per m² (€ 274,500) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 50.00 per month,Maisonnette,Resale property,1972,Living area72 m²Exterior space attached to the building2 m²External storage space3 m²,72 m²,2 m²,3 m²,234 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,2 stories,2nd floor,D            1.76What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,Balcony present,Detached brick storage,Public parking,Yes,Yes,Yes (€ 50.00 per month),Yes,No,No,no
