header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Muiderbergsestraat 22,2574 VB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88029684-muiderbergsestraat-22/?navigateSource=resultlist,20220131_222551,"€ 299,000 kosten koper","€ 3,518    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,€ 50.00 per month,Ground-floor apartment (apartment),Resale property,1926,Living area85 m²External storage space4 m²,85 m²,4 m²,315 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",1 story,Ground floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,2009,Back garden,"56 m² (8 meter deep and 6,95 meter broad)",Located at the southeast,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 50.00 per month),Yes,Yes,Yes,no
