header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Oude Smidse (Bouwnr. 4),4453 's-Heerenhoek        ,https://www.funda.nl/en/koop/s-heerenhoek/huis-42682752-oude-smidse-bouwnr-4/?navigateSource=resultlist,20220129_090838,"€ 292,000 vrij op naam","€ 2,729    The asking price per m² (€ 292,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",New property,2023,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area107 m²,107 m²,423 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,1 story and a attic with loft,"Skylight, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,Heat pump,Alongside a quiet road,Back garden,"0,01 meter deep and 0,01 meter broad",Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
