header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kornoeljestraat 156,2564 LV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88995496-kornoeljestraat-156/?navigateSource=resultlist,20220131_211649,"€ 395,000 kosten koper","€ 3,950    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 70.00 per month,Upstairs apartment (apartment with open entrance to street),Resale property,1934,Flat roof,Energie Prestatie Advies,Living area100 m²Other space inside the building1 m²Exterior space attached to the building4 m²,100 m²,1 m²,4 m²,328 m³,4 rooms (2 bedrooms),1 story,3rd floor,TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2008, in ownership)",Full ownership,Alongside a quiet road,Yes,Yes,Yes (€ 70.00 per month),Yes,No,Yes,no
