header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Capacity,Facilities.1,Insulation.1,Type of parking facilities,error
De Meander Buurt 4 - Vrijstaande woningen,4616 Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-88999089-de-meander-buurt-4-vrijstaande-woningen/?navigateSource=resultlist,20220129_072504,"€ 540,000 vrij op naam","€ 3,529    The asking price per m² (€ 540,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, detached residential property",New property,2022,Gable roof covered with roof tiles,Living area153 m²,153 m²,590 m³,6 rooms (3 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,Balanced ventilation system and solar panels,Not available,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",Complete floor heating and heat pump,Electrical boiler,Part of parcel,Full ownership,Alongside water and in residential district,Surrounded by garden,French balcony present,Attached brick storage,Attached brick garage,1 car,Electricity,"Roof insulation, insulated walls and floor insulation",Parking on private property,no
