header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of garage,Type of parking facilities,error
Bloemistenlaan 51 bwnr 5,2313 BB Leiden        ,https://www.funda.nl/en/koop/leiden/huis-42660057-bloemistenlaan-51-bwnr-5/?navigateSource=resultlist,20220130_140823,"€ 1,029,000 vrij op naam","€ 5,623    The asking price per m² (€ 1,029,000) is calculated by dividing the asking price of the home by the living area (183 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 230 per month,4 weeks,Sold under reservation,"Desirable residence/villa, row house",New property,2022,Woningborg garantiecertificaat,Living area183 m²Other space inside the building38 m²,183 m²,38 m²,665 m³,7 rooms (6 bedrooms),2 bathrooms and 2 separate toilets,2 showers,3 stories and a basement,Skylight and solar panels,Not available,Completely insulated,Partial floor heating and heat pump,In center and in residential district,Back garden and front garden,"45 m² (6 meter deep and 7,5 meter broad)",Located at the north,Built-in,Electricity and heating,Completely insulated,Underground parking,Parking on private property and parking garage,no
