header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Location,Garden,Back garden,Garden location,error
Heliotroop 16,2691 HE 's-Gravenzande        ,https://www.funda.nl/en/koop/s-gravenzande/huis-88046087-heliotroop-16/?navigateSource=resultlist,20220128_071246,"€ 475,000 kosten koper","€ 3,711    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1977,Gable roof,Living area128 m²Other space inside the building7 m²External storage space7 m²,128 m²,7 m²,7 m²,160 m²,449 m³,4 rooms (3 bedrooms),3 stories,C        What does this mean?,Double glazing and completely insulated,CH boiler,CR Remeha (2021),160 m²,In residential district,Back garden and front garden,"33 m² (6,53 meter deep and 5,01 meter broad)",Located at the south accessible via the rear,no
