header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Pernisstraat 65,2729 EC Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42520142-pernisstraat-65/?navigateSource=resultlist,20220128_152908,"€ 400,000 kosten koper","€ 3,540    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2003,Gable roof covered with roof tiles,Living area113 m²Other space inside the building2 m²External storage space8 m²,113 m²,2 m²,8 m²,132 m²,401 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Skylight and TV via cable,A        What does this mean?,Completely insulated,District heating,Central facility,132 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"59 m² (10,8 meter deep and 5,45 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
