header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Westerstraat 67 II,1015 LW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42679044-westerstraat-67-ii/?navigateSource=resultlist,20220130_215208,"€ 450,000 kosten koper","€ 9,783    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 100 per month,2 weeks,Available,Available in consultation,€ 100.00 per month,Upstairs apartment (apartment),Resale property,Before 1906,Energie Prestatie Advies,Living area46 m²,46 m²,146 m³,2 rooms (1 bedroom),1 story,2nd floor,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2020, in ownership",Full ownership,"In center, in residential district and unobstructed surrounding view","Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
