header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hoefkade 1360,2525 HM Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88027145-hoefkade-1360/?navigateSource=resultlist,20220131_202659,"€ 249,000 kosten koper","€ 3,320    The asking price per m² (€ 249,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available immediately,Residential property with shared street entrance,Resale property,1935,Flat roof covered with asphalt roofing,Living area75 m²Exterior space attached to the building5 m²,75 m²,5 m²,203 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,2nd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired,Balcony present,Paid parking and public parking,No,No,No,No,No,No,no
