header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rijksweg Noord 312,6136 AJ Sittard        ,https://www.funda.nl/en/koop/sittard/appartement-88900751-rijksweg-noord-312/?navigateSource=resultlist,20220129_071131,"€ 175,000 kosten koper","€ 2,612    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 150.00 per month,Upstairs apartment,Resale property,1965,Living area67 m²Other space inside the building10 m²,67 m²,10 m²,178 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,1st floor,E        What does this mean?,Communal central heating,Electrical boiler,Balcony present,No,No,No,No,No,No,no
