header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,error
Hoogstraat 3 A,1381 VS Weesp        ,https://www.funda.nl/en/koop/weesp/huis-42685514-hoogstraat-3-a/?navigateSource=resultlist,20220129_193629,"€ 600,000 kosten koper","€ 4,545    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1913,Combination roof covered with asphalt roofing and roof tiles,Living area132 m²Other space inside the building2 m²Exterior space attached to the building1 m²,132 m²,2 m²,1 m²,78 m²,502 m³,7 rooms,1 bathroom and 1 separate toilet,2 stories and a attic,F        What does this mean?,No insulation,Gas heaters,78 m²,Full ownership,"Alongside a quiet road, on navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view",Back garden,12 m² (4 meter deep and 3 meter broad),Located at the southwest accessible via the rear,Balcony present and french balcony present,Attached wooden storage,no
