header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Simon van Ooststroomhof 24,2341 KE Oegstgeest        ,https://www.funda.nl/en/koop/oegstgeest/huis-42683207-simon-van-ooststroomhof-24/?navigateSource=resultlist,20220128_004553,"€ 525,000 kosten koper","€ 4,234    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2004,Flat roof,Living area124 m²,124 m²,120 m²,465 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",3 stories,"Outdoor awning, mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,Floor insulation and completely insulated,District heating,120 m²,Full ownership,In residential district,Back garden,"51 m² (10 meter deep and 5,1 meter broad)",Located at the south accessible via the rear,Balcony present,Detached wooden storage,Electricity,Public parking,no
