header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mercatorstraat 59 2,1056 PZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42684187-mercatorstraat-59-2/?navigateSource=resultlist,20220129_063103,"€ 375,000 kosten koper","€ 7,653    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (49 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1906-1930,Living area49 m²Other space inside the building1 m²Exterior space attached to the building6 m²,49 m²,1 m²,6 m²,160 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,G        What does this mean?,Double glazing,CH boiler,CH boiler,Alongside a quiet road and in residential district,Balcony present,Paid parking and resident's parking permits,No,No,No,No,No,No,no
